country,description,designation,price,province,region,name,winery
Chile,"Prickly aromas of herbal fruits, tar and hard spices turn more jammy and wayward with airing. This feels on the heavy and chunky side, while flavors of green herbs, olive, buttery oak and mossy black fruits finish with a high percentage of body fat versus lean muscle.",Chaski,40,California,Terre Siciliane,Insolia,Viña Pérez Cruz
Germany,"Ripe bramble notes accent pristine raspberry and cherry notes in this bright, remarkably juicy Spätburgunder. It's zippy and fresh on the palate, with a spray of cranberry flavor that wraps up nicely in a coat of velvet tannins on the finish.",Malterdinger Bienenberg R GG Erste Lage,110,Southern Italy,Terre Siciliane,Frappato,Huber
Germany,"Smoke and crushed mineral notes, along with a lean, herbal tone, make this off-dry Riesling especially elegant and savory in style. Lime zest and lemon flavors fill the mouth with vital energy. It finishes moderately long, on a juicy tangerine note.",Essence,13,California,Jumilla,Syrah,S.A. Prüm
Germany,"Initial notes of earth and dust blow off with aeration to reveal pretty white floral and peach aromas. Off dry in style, the palate is concentrated with ripe honeydew flavor against a backdrop of steely, linear acidity.",,11,Loncomilla Valley,Virginia,Vidal Blanc,Clear Night
Portugal,"A strongly wood-aged wine, it is packed with toast and vanilla, but has a hard time remembering the fruit. At the moment, the wine has weight, the lightest hints of ripe tropical flavors and acidity. It needs more aging to broaden out and allow the fruit to sing. Drink from 2016.",Casa de Santar Condessa de Santar,,Idaho,Colli Piacentini,Cabernet Sauvignon,Dão Sul
France,There is as much fruit as structure in this wine. Ripe red fruits are supported by solid tannins while pushing out fragrant acidity. It has structure while also allowing room for final fruitiness.,Vieilles Vignes,100,France Other,Salento,Sauvignon Blanc,Domaine de Bellene
France,"A smooth and rounded wine, it has ripe plum and spice flavors to go with soft tannins. A smoky character, juicy fruit and acidity show an open, friendly aftertaste.",Le Beauregard Premier Cru,31,Oregon,Colli Piacentini,Pinot Nero,Domaine Vincent Girardin
US,"This is a transition vintage, in which Alex Sokol Blosser has taken over the principal winemaker duties. This is a delicate, well-structured effort, showing an aromatic mix of cherry blossoms, clove and orange peel notes. Refined raspberry and cherry fruit carries a streak of tarragon, and finishes just slightly bitter.",Dundee Hills,38,California,Mendoza,Merlot-Cabernet Franc,Sokol Blosser
US,"Whole-cluster pressed and barrel fermented, this is a deep gold, and opens powerfully with scents of buttered fruit and nuts. It's rich and creamy, showing toast and other barrel tones ahead of any specific fruit. Drink now through 2018.",,38,Victoria,Calistoga,Valdiguié,Sokol Blosser
Italy,"Aromas of Spanish broom, acacia and oak lead the nose. The vibrant palate offers yellow apple, citrus, toasted hazel nut and mineral alongside lively acidity.",Santo Spirito Bianco,36,Victoria,Placer County,Sangiovese,Tenuta delle Terre Nere
France,"Some flinty notes precede earthier, ripe apple notes that also spread across the palate. There is a textured mouthfeel, while a clean seam of lemon crispness counters the earthy fruit. Texture and freshness linger pleasantly.",Rosenberg,26,South Australia,Yarra Valley,Cabernet Sauvignon-Sangiovese,Domaine Barmès-Buecher
France,"This is a ripe, jammy wine with red plum and sweet strawberry fruits that are cut by both the acidity and the toasty tannins. Although ripe, the wine offers attractive juicy freshness. The aftertaste brings out more of the tannins.",La Montagne,,France Other,Spring Mountain District,Merlot,Domaine Bart
France,"What appears as apply, plummy fruit on the nose gains ample spice on the palate. Fermented and aged in used barriques, this wine has an unusual style that really demands food. It's fresh and fruity but with added roundness from wood.",Barriques,27,California,Alta Mesa,Red Blend,Domaine Ostertag
Italy,"Crisp and linear, this offers delicate aromas of Spanish broom and orchard fruit. The vibrant palate offers fresh green apple and juicy citrus while energizing mineral backs up the fresh, flinty finish.",Bianco,28,Languedoc-Roussillon,Napa Valley,Albariño,Tornatore
US,"This is a fully oaken, reserve-level wine with decadent yellow wax that's concentrated and ripe on the palate in toffee, vanilla and baked apple pie. Robust, it drinks decadently.",Reserve,47,Minho,Crozes-Hermitage,Rhône-style Red Blend,V. Sattui
US,"This spent 18 months in French oak and three years in bottle, ahead of an April 2016 release. Light and elegant, it carries a whiff and taste of leather, with earthy, slightly grainy tannins. With air, the strawberry fruit gains some flesh. Decant it and drink now through 2018.",Barrel Select,80,California,Cienega Valley,Cabernet Franc,Vidon Vineyard
France,"This is a fruity wine with lively acidity and a brisk, zingy character. Freshness shoots through the wine, making it lively with hints of yellow fruits. The aftertaste is crisp and ripe.",Premier Cru,36,Languedoc-Roussillon,St. Helena,Syrah,Chanson Père et Fils
US,"This is quite a funky, gamey blend of 33% Grenache, 33% Syrah, 30% Mourvèdre and 4% Alicante Bouschet, with beef carpaccio, concentrated plum and tobacco aromas. Dried beef, dried purple-flowers, asphalt, condensed black-pepper and deep balsamic-reduction flavors are laced through a charred palate.",Crux,54,Curicó Valley,Cafayate,Red Blend,ONX
US,"A grippy, densely concentrated and full-bodied wine, which will benefit from vigorous swirling or cellaring, there are hints of black fruit, leather saddle and cedar at its edges, waiting to grow wings. Drink now through 2023.",,60,Alsace,Ischia,Piedirosso,Peju
US,"It's a subtle and light wine, yet it captures the elegantly refined gravitas of the grape. Suggestions of root beer and cola wrap around strawberry fruit. There's a hint of dill and an impression of clean earth. Decant this and it greatly improves.",La Paloma,35,Languedoc-Roussillon,Cayuga Lake,Lemberger,Durant
Italy,"Alluring aromas of citrus, white flower and a whiff of tropical fruit come together on this. The racy palate offers lemon zest, mango, sage, saline and an almond note alongside vibrant acidity.",,10,Minho,Uco Valley,Viognier,Stemmari
France,"This soft, rounded wine has attractive ripe white-stone-fruit flavor. It also has a rich, spicy side, with light hints of wood that give it a mellow character. The wine is developing well and will be ready from 2017.",Domaine Adélie Les Champs-Michaux,36,Languedoc-Roussillon,Emilia,Malvasia,Albert Bichot
France,"Soft apple notes on nose and palate make for a subtle, soft but fresh wine. The fruitiness is there but not in the foreground, just coloring this friendly, lightly textured wine with flavor. Drink soon; it will be at its best with equally subtle food or soft cheeses.",,16,California,Rogue Valley,Sémillon,Allimant-Laugner
Italy,"This is delicately scented with whispers of yellow flower, spring blossom and woodland berry. The lively palate delivers crushed strawberry, nectarine, juicy cherry and fennel while a mineral vein energizes the finish.",,,Oregon,Romagna,Sangiovese,Barone di Villagrande
Germany,Austere notes of crushed minerals on the nose belie the punch of peach and melon that await in the palate of this off-dry Riesling. It's a spry but penetrating fruity wine balanced by zesty acidity and a floral touch that lingers on the finish. Drink now through 2020.,Wehlener Sonnenuhr Kabinett Feinherb,22,Southwest France,Morellino di Scansano,Sangiovese,Max Ferd. Richter
US,"Napoleon's secret was that he liked Syrah in his Bordeaux blends, so this mix of 46% Cabernet Sauvignon, 23% Syrah, 13% Cabernet Franc, 12% Merlot, 4% Malbec and 2% Petit Verdot shows why, offering fresh and vibrant aromas of blueberry and licorice candy. Bright blackberry preserves pop on the palate as does fudge in this easy-drinking wine.",Napoleon's Secret,30,Southern Italy,Lodi,Tannat,McKinney
US,"This reserve-level cuvée spent eight months in 55% new French oak, and can benefit from additional bottle age. Tightly wound flavors of red berries and red licorice carry a hint of watery chocolate. But there isn't the expected depth or power here, given its place in the winery's Pinot Noir hierarchy.",Domaine Danielle Laurent,55,Australia Other,Sonoma Coast,Albariño,Soléna
Italy,"Made entirely with Nerello Cappuccio, this reveals aromas of raspberry compote, tilled earth, ripe berry and grilled herb. The juicy palate delivers fleshy black cherry, licorice, white pepper and a hint of sage alongside bright acidity and smooth tannins. It's already accessible. Drink through 2019.",Laeneo,25,California,Mount Veeder,Sparkling Blend,Tenuta di Fessina
Italy,"Made with Nero d'Avola and Perricone, this offers alluring aromas of red berry, spice and a floral note. The bright, immediate palate offers succulent wild cherry, crushed raspberry nectarine zest and a hint of baking spice alongside zesty acidity that leads to a crisp, clean finish.",,,Australia Other,Columbia Valley (WA),Primitivo,Tenuta Rapitalà
France,"Lively and fragrant notes of ripe pear and red apple are immensely appetizing, while the palate is edged with its very own spiciness. The totally moreish ripe-apple freshness pervades and illuminates everything and echoes long. Drink soon while aromas are at their peak.",Plaisir Fruité,14,Curicó Valley,Alicante,Macabeo,Ruhlmann
Italy,"Delicately scented, this offers aromas of honeysuckle, citrus blossom and pear while the round, juicy palate doles out white peach, mature apple and Mediterranean herb. A hint of almond closes the clean, lingering finish.",,16,Tejo,Copertino,Red Blend,Villa Raiano
Italy,"Fermented and aged in acacia barrels, this deeply colored white has aromas of candied citrus, mature apple, toast and honey. The honeyed note carries over to the evolved palate along with yellow apple skin, coffee, dried herb and a hint of smoke. A walnut note marks the finish.",More Maiorum,17,Languedoc-Roussillon,South Australia,Sangiovese,Mastroberardino
US,"A blend of red fruit and dark spice shows on the nose of this wine, with dried strawberry and red cherry running into licorice, purple flowers and black slate. The flavors are broad with cherry candy notes, boosted by a boisterous pepper spice, and settling into a decently tart finish.",Bailey,38,Southwest France,Mendocino County,Sangiovese-Cabernet Sauvignon,Peachy Canyon
US,"This wine has an attractive cedary, floral aroma, rich fruit accents and a suave streak of new-oak flavor that adds spice and an extra dimension of mouthfeel. It is full-bodied, saturated with fine tannins and has a bold personality.",,20,Chile,Santa Clara Valley,Merlot,Los Portales
US,"Lively nutty and citrus aromas meet apple and lime flavors in this full-bodied and mouth-watering wine. It has fresh acidity to counter a fairly rich texture, and the resulting balance reinforces the bright flavors.",,16,Alentejo,Rioja,Mazuelo,Boeger
Spain,"Very familiar Rioja aromas of cherry, plum and prune scream Tempranillo. This is wiry in feel, with tight, hammering acidity. Berry and black-cherry flavors finish on a subtle note of chocolate along with a final shot of juicy, sharp acidity.",Reserva,23,California,Australia,Shiraz-Grenache,Dios Ares
